公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證(驗證單位),第三方驗證(單位名稱),第三方驗證(採用標準),公司網站報告書相關資訊(中文版),中文版永續報告書檔案,中文版上傳日期,英文版永續報告書網址,英文版永續報告書檔案,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註,公司完整名稱,統一編號,CSR報告超連結
2816,旺旺保,UNION INS.,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安侯建業聯合會計師事務所,確信準則3000號(原公報第一號),http://www.wwunion.com/?p=16085,t100sa11_2816_111.pdf,112/06/26,http://www.wwunion.com/?p=16085,t100sa11_2816_111_E.pdf,2023/07/12,t100sa11_2816_111_M.pdf,112/07/06,,,sandy.weng@wwunion.com,,旺旺友聯產物保險股份有限公司,_03110001,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2816_111.pdf
2832,台產,TFMI,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,勤業眾信聯合會計師事務所,確信準則3000號(原公報第一號),https://www.tfmi.com.tw/investor_CG.aspx,t100sa11_2832_111.pdf,112/06/30,https://www.tfmi.com.tw/investor_CG.aspx,t100sa11_2832_111_E.pdf,2023/08/10,t100sa11_2832_111_M.pdf,112/07/04,,,gjhuang@tfmi.com.tw,無,台灣產物保險股份有限公司,_03557115,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2832_111.pdf
2834,臺企銀,TBB,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,2. 其他依循標準：GRI準則、SASB商業銀行準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://www.tbb.com.tw/zh-tw/about/sustainability/overview/status-reports,t100sa11_2834_111.pdf,112/06/30,https://www.tbb.com.tw/en-us/sustainability/overview/status-report,t100sa11_2834_111_E.pdf,2023/09/06,,,,,137737@mail.tbb.com.tw,GRI準則經第三方機構BSI驗證通過。,臺灣中小企業銀行股份有限公司,_03793407,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2834_111.pdf
2836,高雄銀,B.O.K,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://ibank.bok.com.tw/DSP/esg/esgReport.xhtml,t100sa11_2836_111.pdf,112/08/14,,,,t100sa11_2836_111_M.pdf,112/08/31,,,esg@mail.bok.com.tw,,高雄銀行股份有限公司,_79854797,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2836_111.pdf
2838,聯邦銀,UBOT,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://www.ubot.com.tw/ourresponsibility,t100sa11_2838_111.pdf,112/07/25,https://web.ubot.com.tw/english/index.asp,t100sa11_2838_111_E.pdf,2023/08/17,,,,,https://www.ubot.com.tw/ourresponsibility,,聯邦商業銀行股份有限公司,_86380802,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2838_111.pdf
2845,遠東銀,FEIB,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,2. 其他依循標準：GRI準則、SASB商業銀行準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://www.feib.com.tw/detail?id=129,t100sa11_2845_111.pdf,112/08/08,,,,,,,,cr@feib.com.tw,無,遠東國際商業銀行股份有限公司,_86517096,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2845_111.pdf
2850,新產,SK Insurance,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.skinsurance.com.tw/SKI/Doc.aspx?uID=83.&sID=4723&ST=,t100sa11_2850_111.pdf,112/06/30,,,,,,,,ski95086@skinsurance.com.tw,,新光產物保險股份有限公司,_03458403,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2850_111.pdf
2851,中再保,Central Re,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),http://www.centralre.com/content/information/information09.htm,t100sa11_2851_111.pdf,112/06/29,,,,,,,,centralre@centralre.com,,中央再保險股份有限公司,_11081991,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2851_111.pdf
2852,第一保,FIRST INS,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,勤業眾信聯合會計師事務所,確信準則3000號(原公報第一號),https://www.firstins.com.tw/about/csr/csr-index,t100sa11_2852_111.pdf,112/06/29,https://www.firstins.com.tw/about/csr/csr-index,t100sa11_2852_111_E.pdf,2023/09/01,,,,,corpgov@firstins.com.tw,無,第一產物保險股份有限公司,_03359109,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2852_111.pdf
2867,三商壽,Mercuries Life,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.mli.com.tw/sites/mliportal/csr/reportdownload,t100sa11_2867_111.pdf,112/06/30,https://www.mli.com.tw/sites/mliportal/english/encsrreportdownload,t100sa11_2867_111_E.pdf,2023/06/30,,,,,90160@mail.mli.com.tw,,三商美邦人壽保險股份有限公司,_84443471,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2867_111.pdf
2880,華南金,HNFHC,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,2. 其他依循標準：GRI、TCFD、SASB、IFRS S1及S2(草案)、SDGs等準則,會計師事務所：,安侯建業聯合會計師事務所,確信準則3000號(原公報第一號),https://esg.hnfhc.com.tw/WebPortalESG/csr/annual.do#,t100sa11_2880_111.pdf,112/08/10,https://esg.hnfhc.com.tw/WebPortalESG/csr/annual.do?language=en#,t100sa11_2880_111_E.pdf,2023/08/30,,,,,yves.dai@hnfhc.com.tw,,華南金融控股股份有限公司,_70826764,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2880_111.pdf
2881,富邦金,Fubon Financial,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,KPMG安侯建業聯合會計師事務所,確信準則3000號(原公報第一號),https://www.fubon.com/financialholdings/citizenship/downloadlist/downloadlist_report.html,t100sa11_2881_111.pdf,112/07/11,https://www.fubon.com/financialholdings/en/citizenship/downloadlist/downloadlist_reports.html,t100sa11_2881_111_E.pdf,2023/07/27,,,,,angel.yang@fubon.com,,富邦金融控股股份有限公司,_03374805,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2881_111.pdf
2882,國泰金,CATHAY HOLDINGS,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.cathayholdings.com/holdings/esg/reports/reports_download,t100sa11_2882_111.pdf,112/07/28,https://www.cathayholdings.com/holdings/esg/reports,t100sa11_2882_111_E.pdf,2023/07/28,,,,,cscathay@cathayholdings.com.tw,,國泰金融控股股份有限公司,_70827406,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2882_111.pdf
2883,開發金,CDF,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://www.cdfholding.com/zh-tw/esg,t100sa11_2883_111.pdf,112/07/03,,,,t100sa11_2883_111_M.pdf,112/07/04,,,sharol.lin@cdibh.com.tw,,中華開發金融控股股份有限公司,_70827383,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2883_111.pdf
2884,玉山金,E.S.F.H,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI,AA1000 第2類型(Type2) 高度保證,https://www.esunbank.com/zh-tw/personal/-/media/3074EF4B8860447CB3662FF99D51AACC.pdf,t100sa11_2884_111.pdf,112/06/30,https://www.esunbank.com.tw/bank/-/media/1B000D75B28843508EDA980B825A80FC.pdf,t100sa11_2884_111_E.pdf,2023/06/30,,,,,obster1-15806@esunbank.com,無,玉山金融控股股份有限公司,_70796305,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2884_111.pdf
2885,元大金,Yuanta Group,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.yuanta.com/TW/ESG/ESG-Report,t100sa11_2885_111.pdf,112/06/30,https://www.yuanta.com/EN/ESG/ESG-Report,t100sa11_2885_111_E.pdf,2023/07/07,,,,,csr.fhc＠yuanta.com,,元大金融控股股份有限公司,_70796749,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2885_111.pdf
2886,兆豐金,MEGA FHC,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,勤業眾信聯合會計師事務所,確信準則3000號(原公報第一號),https://esg.megaholdings.com.tw/frontend/download,t100sa11_2886_111.pdf,112/06/28,https://esg.megaholdings.com.tw/frontend/download,t100sa11_2886_111_E.pdf,2023/06/28,,,,,esg@megaholdings.com.tw,,兆豐金融控股股份有限公司,_70796754,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2886_111.pdf
2887,台新金,TaishinHoldings,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,KPMG安侯建業聯合會計師事務所,確信準則3000號(原公報第一號),https://www.taishinholdings.com.tw/tsh/responsibility/report/,t100sa11_2887_111.pdf,112/06/30,,,,,,,,gracelee1@taishinholdings.com.tw,,台新金融控股股份有限公司,_80328055,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2887_111.pdf
2888,新光金,SKFH,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安侯建業聯合會計師事務所(KPMG),確信準則3000號(原公報第一號),https://csr.skfh.com.tw/zh/report,t100sa11_2888_111.pdf,112/06/30,https://csr.skfh.com.tw/en,t100sa11_2888_111_E.pdf,2023/07/20,,,,,esg@skfh.com.tw,無,新光金融控股股份有限公司,_80328219,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2888_111.pdf
2889,國票金,IBF,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.ibf.com.tw/public-welfare11.asp,t100sa11_2889_111.pdf,112/08/31,,,,,,,,ennifer@ibf.com.tw,,國票金融控股股份有限公司,_80330257,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2889_111.pdf
2890,永豐金,SINOPACHOLDINGS,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://www.sinopac.com/Sustainability/20220419173059273744/20220419173209550857.html,t100sa11_2890_111.pdf,112/07/14,https://www.sinopac.com/en/Sustainability/20220419173059273744/20220419173209550857.html,t100sa11_2890_111_E.pdf,2023/08/29,,,,,csr@sinopac.com,,永豐金融控股股份有限公司,_80333183,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2890_111.pdf
2891,中信金,CTBC HOLDING,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://www.ctbcholding.com/content/dam/twhoo/file/csr/report.html,t100sa11_2891_111.pdf,112/06/30,https://www.ctbcholding.com/content/dam/twhoo/file/csr/en/report.html,t100sa11_2891_111_E.pdf,2023/08/23,t100sa11_2891_111_M.pdf,112/08/23,,,ba.esg@ctbcholding.com,,中國信託金融控股股份有限公司,_80333992,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2891_111.pdf
2892,第一金,FFHC,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://csr.firstholding.com.tw/tc/csr_report.html,t100sa11_2892_111.pdf,112/06/30,https://csr.firstholding.com.tw/en/csr_report.html,t100sa11_2892_111_E.pdf,2023/08/08,,,,,i15906@fhc.com.tw,,第一金融控股股份有限公司,_80351999,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2892_111.pdf
2897,王道銀行,O-Bank,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,勤業眾信聯合會計師事務所,確信準則3000號(原公報第一號),https://www.o-bank.com/-/media/A175BCC2ACBC455ABFCEB6647822BD98.pdf,t100sa11_2897_111.pdf,112/06/30,https://www.o-bank.com/-/media/95F8F73558174EF49F0B2B278C2F2D27.pdf,t100sa11_2897_111_E.pdf,2023/08/30,t100sa11_2897_111_M.pdf,112/09/07,,,yuxianchi@o-bank.com,導入SASB準則；取得BSI英國標準協會AA1000第2類型(Type2)高度保證。,王道商業銀行股份有限公司,_70745361,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2897_111.pdf
2903,遠百,FEDS,5.股本達新臺幣二十億元以上者,貿易百貨,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,AA1000 第1類型(Type1) 中度保證,https://www.feds.com.tw/CSR/ReportDownload,t100sa11_2903_111.pdf,112/06/29,,,,,,,,csr@feds.com.tw,,遠東百貨股份有限公司,_03521905,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2903_111.pdf
2905,三商,MERCURIES,5.股本達新臺幣二十億元以上者,貿易百貨,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會台灣分公司 ( BSI Taiwan ),AA1000 第1類型(Type1) 中度保證,https://www.mercuries.com.tw/responsibility-89-page102,t100sa11_2905_111.pdf,112/06/15,https://www.mercuries.com.tw/responsibility-89-page102,t100sa11_2905_111_E.pdf,2023/08/28,,,,,jay.lin@mercuries.com.tw;lichen.huang@mercuries.com.tw,,三商投資控股股份有限公司,_11052709,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2905_111.pdf
2906,高林,Collins,5.股本達新臺幣二十億元以上者,貿易百貨,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.collins.com.tw/web/responsibility/responsibility.jsp?cp_no=CP1503647449016,t100sa11_2906_111.pdf,112/06/29,http://www.collins.com.tw/web/responsibility/responsibility.jsp?dm_no=DM1668509111872,t100sa11_2906_111_E.pdf,2023/08/31,,,,,chung-ying@collins.com.tw,,高林實業股份有限公司,_11547230,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2906_111.pdf
2908,特力,Test Rite,5.股本達新臺幣二十億元以上者,貿易百貨,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),http://www.testritegroup.com,t100sa11_2908_111.pdf,112/06/30,,,,,,,,Penny.chang@testritegroup.com,無,特力股份有限公司,_20795246,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2908_111.pdf
2912,統一超,PCSC,2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者,貿易百貨,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.7-11.com.tw/company/csr/csrreports.aspx,t100sa11_2912_111.pdf,112/06/30,https://www.7-11.com.tw/company/csr/csrreports.aspx,t100sa11_2912_111_E.pdf,2023/07/28,t100sa11_2912_111_M.pdf,112/07/31,,,penny@mail.7-11.com.tw,,統一超商股份有限公司,_22555003,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2912_111.pdf
3005,神基,Getac,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣檢驗科技股份有限公司(SGS Taiwan),AA1000 第1類型(Type1) 中度保證,https://tw.getacgroup.com/sustainability/download.php?index_m_id=2,t100sa11_3005_111.pdf,112/06/30,https://en.getacgroup.com/sustainability/download.php?index_m_id=2,t100sa11_3005_111_E.pdf,2023/07/17,,,,,irene.sun@getac.com,,神基投資控股股份有限公司,_22099532,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3005_111.pdf
3006,晶豪科,ESMT,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.esmt.com.tw/zh-tw/CSR/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A,t100sa11_3006_111.pdf,112/06/29,,,,,,,,ESG@esmt.com.tw,無,晶豪科技股份有限公司,_16130280,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3006_111.pdf
3010,華立,WAH LEE,5.股本達新臺幣二十億元以上者,電子通路業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.wahlee.com/ZH,t100sa11_3010_111.pdf,112/06/27,,,,,,,,jessica@wahlee.com,,華立企業股份有限公司,_75514419,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3010_111.pdf
3013,晟銘電,UNEEC,6.係自願編製與申報,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.uneec.com/tw/responsibility,t100sa11_3013_111.pdf,112/09/08,https://www.uneec.com/en/responsibility,t100sa11_3013_111_E.pdf,2023/09/08,,,,,claire_chang@tw.uneec.com,,晟銘電子科技股份有限公司,_04777186,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3013_111.pdf
3016,嘉晶,EPi,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.epi.episil.com/,t100sa11_3016_111.pdf,112/06/30,,,,t100sa11_3016_111_M.pdf,112/06/30,,,epi.esg@epi.episil.com,,嘉晶電子股份有限公司,_16130388,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3016_111.pdf
3017,奇鋐,AVC,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.avc.co/zh-tw/CorporateResponsibility/CorporateCSR,t100sa11_3017_111.pdf,112/06/29,,,,,,,,stock@avc.co,,奇鋐科技股份有限公司,_86427715,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3017_111.pdf
3019,亞光,ASIA,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.asia-optical.com,t100sa11_3019_111.pdf,112/06/30,,,,,,,,ESG@aoci.com.tw,,亞洲光學股份有限公司,_55921894,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3019_111.pdf
3023,信邦,SINBON,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),http://www.sinbon.com/tw/about-sinbon/corporate-responsibility/,t100sa11_3023_111.pdf,112/06/27,https://www.sinbon.com/csr/report,t100sa11_3023_111_E.pdf,2023/07/24,,,,,csr@sinbon.com,無,信邦電子股份有限公司,_23542766,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3023_111.pdf
3027,盛達,BILLION,6.係自願編製與申報,通信網路業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,AA1000 第1類型(Type1) 中度保證,https://www.billion.com/,t100sa11_3027_111.pdf,112/06/29,https://www.billion.com/esg/overview/download,t100sa11_3027_111_E.pdf,2023/06/30,,,,,annietsai@billion.com,,盛達電業股份有限公司,_33659498,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3027_111.pdf
3033,威健,Weikeng,5.股本達新臺幣二十億元以上者,電子通路業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.weikeng.com.tw/content.php?no=97,t100sa11_3033_111.pdf,112/06/30,https://www.weikeng.com.tw/content.php?no=97,t100sa11_3033_111_E.pdf,2023/08/11,t100sa11_3033_111_M.pdf,112/08/11,,,famachou@weikeng.com.tw,,威健實業股份有限公司,_04648938,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3033_111.pdf
3034,聯詠,NOVATEK,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英商勞盛股份有限公司台灣分公司(LRQA),AA1000 第1類型(Type1) 中度保證,https://esg.novatek.com.tw/zh-tw/download,t100sa11_3034_111.pdf,112/06/29,https://esg.novatek.com.tw/en/download,t100sa11_3034_111_E.pdf,2023/07/19,t100sa11_3034_111_M.pdf,112/07/06,t100sa11_3034_111_M_E.pdf,2023/08/07,csr@novatek.com.tw,,聯詠科技股份有限公司,_84149955,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3034_111.pdf
3035,智原,Faraday,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣檢驗科技(股)公司,AA1000 第2類型(Type2) 中度保證,https://www.faraday-tech.com/resources/PDFFile/CSR/Faraday_ESG_Report_2022.pdf,t100sa11_3035_111.pdf,112/06/30,,,,,,,,csr@faraday-tech.com,無,智原科技股份有限公司,_84149060,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3035_111.pdf
3036,文曄,WT,5.股本達新臺幣二十億元以上者,電子通路業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會台灣分公司(BSI Taiwan),AA1000 第1類型(Type1) 中度保證,https://www.wtmec.com/wp-content/uploads/2023/06/2022-WT-report_0629%E5%AE%8C%E7%A8%BF.pdf,t100sa11_3036_111.pdf,112/06/29,,,,t100sa11_3036_111_M.pdf,112/06/30,,,esg@wtmec.com,,文曄科技股份有限公司,_84498860,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3036_111.pdf
3037,欣興,UNIMICRON,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,AA1000 第2類型(Type2) 高度保證,https://www.unimicron.com/esg/ch/ebook_list.html,t100sa11_3037_111.pdf,112/06/28,,,,,,,,Evelyn_Yeh@unimicron.com,,欣興電子股份有限公司,_23535435,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3037_111.pdf
3042,晶技,TXC,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.txccorp.com/index_tw.php?action=a_about_1-1&cid=10&sid=13,t100sa11_3042_111.pdf,112/06/28,,,,,,,,yiafanchiang@txc.com.tw,2022年永續報告書第三方驗證預計於2023年8月進行。,台灣晶技股份有限公司,_21204867,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3042_111.pdf
3044,健鼎,Tripod,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.tripod-tech.com/storage/photos/649bd6c79ca30.pdf,t100sa11_3044_111.pdf,112/06/28,,,,t100sa11_3044_111_M.pdf,112/06/30,,,Gillian_Lu@tripod-tech.com,,健鼎科技股份有限公司,_86379707,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3044_111.pdf
3045,台灣大,TWM,5.股本達新臺幣二十億元以上者,通信網路業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安侯建業聯合會計師事務所 (KPMG),確信準則3000號(原公報第一號),https://corp.taiwanmobile.com/pdf/2022_C_ESG.pdf,t100sa11_3045_111.pdf,112/08/04,https://corp.taiwanmobile.com/pdf/2022_E_ESG.pdf,t100sa11_3045_111_E.pdf,2023/08/07,,,,,spokesman2@taiwanmobile.com,,台灣大哥大股份有限公司,_97176270,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3045_111.pdf
3048,益登,EDOM,5.股本達新臺幣二十億元以上者,電子通路業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,格瑞國際驗證有限公司,AA1000 第1類型(Type1) 中度保證,https://www.edomtech.com/zh-tw/esg/,t100sa11_3048_111.pdf,112/06/30,,,,t100sa11_3048_111_M.pdf,112/08/02,,,adrians@edomtech.com,,益登科技股份有限公司,_97099302,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3048_111.pdf
